price_m2,price,m2,location
56220元,230万,40.91㎡,"师大新村
康健 师大新村"
43902元,360万,82㎡,"师大新村
康健 师大新村"
56233元,355万,63.13㎡,"桂平小区
康健 桂平小区"
56625元,400万,70.64㎡,"康强坊
康健 康强坊"
48818元,620万,127㎡,"百合花苑
康健 浦北路999弄"
44894元,215万,47.89㎡,"茶花园
康健 浦北路959弄31-82号"
61666元,740万,120㎡,"紫荆园
康健 钦州南路768弄"
42741元,265万,62㎡,"冠生园路237弄小区
康健 冠生园路237弄"
52585元,300万,57.05㎡,"花苑村茶花园
康健 浦北路959弄31-82号"
50937元,258万,50.65㎡,"康乐小区(徐汇)
康健 康乐小区(徐汇)"
65100元,1599万,245.62㎡,"上海师大科技园
康健 桂林路70弄91-111号"
64135元,1588万,卧室：4个,"牡丹园别墅
康健 桂平路218弄"
85081元,1440万,169.25㎡,"海上名邸
康健 桂林东街28弄"
45303元,299万,66㎡,"健安坊
康健 桂林东街150弄"
60232元,420万,69.73㎡,"师大新村
康健 师大新村"
74932元,1190万,158.81㎡,"康健星辰
康健 浦北路388弄"
62832元,1570万,249.87㎡,"中海馨园
康健 钦州南路8弄1-25号"
85968元,1150万,133.77㎡,"漕河景苑
康健 康健路58弄"
48831元,376万,77㎡,"月季园
康健 桂平路67弄"
65523元,1230万,187.72㎡,"康健星辰
康健 浦北路388弄"
48805元,380万,77.86㎡,"月季园
康健 桂平路67弄"
54406元,400万,73.52㎡,"长丰坊
康健 桂林西街47弄"
43728元,258万,59㎡,"长丰坊
康健 桂林西街47弄"
55714元,390万,70㎡,"桂平小区
康健 桂平小区"
43214元,242万,56㎡,"长丰坊
康健 桂林西街47弄"
73529元,750万,102㎡,"徐汇天悦
康健 虹漕南路128弄"
89129元,1220万,136.88㎡,"海上名门
康健 柳州路181弄"
88727元,950万,107.07㎡,"海上名门
康健 柳州路181弄"
51061元,255万,49.94㎡,"花苑村紫竹园
康健 浦北路948弄"
72675元,1020万,140.35㎡,"紫藤苑(徐汇)
康健 桂平路88弄"
53314元,370万,69.4㎡,"健安坊
康健 桂林东街150弄"
80072元,800万,99.91㎡,"汇樾庭
康健 柳州路176弄"
86249元,3500万,卧室：6个,"玫瑰园
康健 桂平路165弄"
59836元,650万,108.63㎡,"梓树园
康健 钦州路108号"
57507元,720万,125.2㎡,"梓树园
康健 钦州路108号"
56197元,399万,71㎡,"长顺坊
康健 桂林西街14弄"
79920元,999万,125㎡,"康健星辰
康健 浦北路388弄"
45411元,288万,63.42㎡,"寿祥坊
康健 桂林西街111弄"
72805元,3400万,467㎡,"漕河景苑
康健 康健路58弄"
60152元,788万,131㎡,"汇樾庭
康健 柳州路176弄"
60954元,1250万,205.07㎡,"康馨家园
康健 柳州路128弄"
42902元,418万,97.43㎡,"迎春园
康健 虹漕南路718弄"
58181元,320万,55㎡,"健安坊
康健 桂林东街150弄"
45162元,345万,76.39㎡,"桂平小区
康健 桂平小区"
50000元,350万,70㎡,"长虹坊
康健 桂林西街11弄"
52173元,1560万,299㎡,"汇樾庭
康健 柳州路176弄"
49179元,725万,147.42㎡,"金桂苑
康健 虹漕南路99弄"
47518元,360万,75.76㎡,"康乐小区(徐汇)
康健 康乐小区(徐汇)"
75228元,1130万,150.21㎡,"中海馨园
康健 钦州南路8弄1-25号"
50484元,245万,48.53㎡,"寿山坊
康健 桂林西街201弄"
46753元,360万,77㎡,"迎春园
康健 虹漕南路718弄"
35537元,430万,121㎡,"康健公寓
康健 桂林东街218弄"
35855元,208万,58.01㎡,"紫薇园(徐汇)
康健 桂平路123弄"
57187元,366万,64㎡,"杜鹃园
康健 钦州南路917弄"
54545元,300万,55㎡,"健安坊
康健 桂林东街150弄"
86610元,850万,98.14㎡,"海上名门
康健 柳州路181弄"
48484元,320万,66㎡,"康乐小区(徐汇)
康健 康乐小区(徐汇)"
48771元,280万,57.41㎡,"长海坊
康健 桂林西街9弄"
52752元,299万,56.68㎡,"康宁坊
康健 浦北路21弄"
48184元,288万,59.77㎡,"薛家宅小区
康健 冠生园路230弄"
51880元,720万,138.78㎡,"师大新村
康健 师大新村"
102742元,2600万,卧室：5个,"玫瑰园
康健 桂平路165弄"
104685元,1050万,100.3㎡,"徐汇天悦
康健 虹漕南路128弄"
56158元,880万,156.7㎡,"中虹汇之苑
康健 钦州路428弄1-9号"
42044元,255万,60.65㎡,"康强坊
康健 康强坊"
49361元,232万,47㎡,"寿德坊
康健 桂林西街400弄"
46718元,299万,64㎡,"长顺坊
康健 桂林西街14弄"
51683元,218万,42.18㎡,"长青坊
康健 桂林西街30弄"
54900元,438万,79.78㎡,"欣园新村
康健 桂平路257弄"
59005元,800万,135.58㎡,"圣骊家园
康健 沪闵路9116号、沪闵路9120号"
51666元,186万,36㎡,"师大新村
康健 师大新村"
40579元,280万,69㎡,"桂平小区
康健 桂平小区"
88727元,950万,107.07㎡,"海上名门
康健 柳州路181弄"
46131元,285万,61.78㎡,"寿德坊
康健 桂林西街400弄"
51061元,255万,49.94㎡,"花苑村紫竹园
康健 浦北路948弄"
38052元,333万,87.51㎡,"桂竹香公寓
康健 桂平路277弄12号-14号"
41954元,608万,144.92㎡,"百合花苑
康健 浦北路999弄"
42902元,418万,97.43㎡,"迎春园
康健 虹漕南路718弄"
87486元,1090万,124.59㎡,"康沁苑
康健 冠生园路403弄1-12号"
83720元,2520万,卧室：8个,"玫瑰园
康健 桂平路165弄"
54451元,400万,73.46㎡,"万象园
康健 虹漕南路杨家桥61-99号、虹漕南路158弄"
50810元,188万,37㎡,"师大新村
康健 师大新村"
45689元,265万,58㎡,"花苑村紫竹园
康健 浦北路948弄"
54792元,1620万,295.66㎡,"文馨苑
康健 冠生园路411弄"
41089元,350万,85.18㎡,"桂平小区
康健 桂平小区"
43750元,665万,152㎡,"中星虹漕公寓
康健 桂林西街85弄33、35、36号"
39954元,385万,96.36㎡,"寿德坊
康健 桂林西街400弄"
44284元,308万,69.55㎡,"花苑村茶花园
康健 浦北路959弄31-82号"
93165元,1130万,121.29㎡,"海上名门
康健 柳州路181弄"
48880元,310万,63.42㎡,"寿山坊
康健 桂林西街201弄"
76923元,1100万,143㎡,"豪门府邸
康健 柳州路300弄"
72861元,1500万,205.87㎡,"紫藤苑(徐汇)
康健 桂平路88弄"
80072元,800万,99.91㎡,"汇樾庭
康健 柳州路176弄"
43661元,620万,142㎡,"中星虹漕公寓
康健 桂林西街85弄33、35、36号"
86249元,3500万,卧室：6个,"玫瑰园
康健 桂平路165弄"
64475元,920万,142.69㎡,"海上名门
康健 柳州路181弄"
40134元,310万,77.24㎡,"茶花园
康健 浦北路959弄31-82号"
56735元,318万,56.05㎡,"桂康小区
康健 桂林路117弄"
50909元,280万,55㎡,"寿祥坊
康健 桂林西街111弄"
42890元,254万,59.22㎡,"长海坊
康健 桂林西街9弄"
51666元,186万,36㎡,"师大新村
康健 师大新村"
40776元,420万,103㎡,"寿祥坊
康健 桂林西街111弄"
52631元,300万,57㎡,"康宁坊
康健 浦北路21弄"
50143元,280万,55.84㎡,"长顺坊
康健 桂林西街14弄"
58604元,2520万,卧室：6个,"玫瑰园
康健 桂平路165弄"
52679元,350万,66.44㎡,"杜鹃园
康健 钦州南路917弄"
41379元,240万,58㎡,"寿祥坊
康健 桂林西街111弄"
72805元,3400万,467㎡,"漕河景苑
康健 康健路58弄"
63939元,980万,153.27㎡,"康惠苑
康健 康健路16弄"
48484元,320万,66㎡,"康乐小区(徐汇)
康健 康乐小区(徐汇)"
49504元,200万,40.4㎡,"寿德坊
康健 桂林西街400弄"
60896元,420万,68.97㎡,"万象园
康健 虹漕南路杨家桥61-99号、虹漕南路158弄"
32848元,280万,85.24㎡,"寿昌坊
康健 桂林西街151弄"
57767元,560万,96.94㎡,"康健公寓
康健 桂林东街218弄"
94987元,2890万,卧室：4个,"牡丹园别墅
康健 桂平路218弄"
50000元,350万,70㎡,"长虹坊
康健 桂林西街11弄"
61611元,1599万,259.53㎡,"海上名门
康健 柳州路181弄"
45727元,221万,48.33㎡,"康乐小区(徐汇)
康健 康乐小区(徐汇)"
50143元,280万,55.84㎡,"长顺坊
康健 桂林西街14弄"
46814元,255万,54.47㎡,"花苑村紫竹园
康健 浦北路948弄"
51663元,340万,65.81㎡,"欣园新村
康健 桂平路257弄"
46131元,285万,61.78㎡,"寿德坊
康健 桂林西街400弄"
44425元,320万,72.03㎡,"西樱花园
康健 桂平支路35弄"
48192元,280万,58.1㎡,"寿昌坊
康健 桂林西街151弄"
52173元,1560万,299㎡,"汇樾庭
康健 柳州路176弄"
36149元,285万,78.84㎡,"寿昌坊
康健 桂林西街151弄"
82815元,920万,111.09㎡,"中海馨园
康健 钦州南路8弄1-25号"
53823元,720万,133.77㎡,"漕河景苑
康健 康健路58弄"
42607元,298万,69.94㎡,"薛家宅小区
康健 冠生园路230弄"
80295元,1980万,246.59㎡,"中海馨园
康健 钦州南路8弄1-25号"
55257元,340万,61.53㎡,"长青坊
康健 桂林西街30弄"
51880元,720万,138.78㎡,"师大新村
康健 师大新村"
42436元,409万,96.38㎡,"紫薇园(徐汇)
康健 桂平路123弄"
50143元,280万,55.84㎡,"长顺坊
康健 桂林西街14弄"
46099元,650万,141㎡,"花苑村梅花园
康健 江安路梅花园55弄、江安路99弄"
56089元,350万,62.4㎡,"寿益坊
康健 桂林西街85弄1-71号"
52679元,350万,66.44㎡,"杜鹃园
康健 钦州南路917弄"
64475元,920万,142.69㎡,"海上名门
康健 柳州路181弄"
45162元,345万,76.39㎡,"桂平小区
康健 桂平小区"
50769元,330万,65㎡,"长顺坊
康健 桂林西街14弄"
76923元,1100万,143㎡,"豪门府邸
康健 柳州路300弄"
38025元,265万,69.69㎡,"寿德坊
康健 桂林西街400弄"
58604元,2520万,卧室：6个,"玫瑰园
康健 桂平路165弄"
44003元,306万,69.54㎡,"花苑村茶花园
康健 浦北路959弄31-82号"
56735元,318万,56.05㎡,"桂康小区
康健 桂林路117弄"
51061元,255万,49.94㎡,"花苑村紫竹园
康健 浦北路948弄"
42171元,588万,139.43㎡,"中星虹漕公寓
康健 桂林西街85弄33、35、36号"
34375元,220万,64㎡,"花苑村茶花园
康健 浦北路959弄31-82号"
39822元,350万,87.89㎡,"桂平小区
康健 桂平小区"
57595元,505万,87.68㎡,"梓树园
康健 钦州路108号"
57281元,590万,103㎡,"寿祥坊
康健 桂林西街111弄"
57507元,720万,125.2㎡,"梓树园
康健 钦州路108号"
69124元,975万,141.05㎡,"海上名门
康健 柳州路181弄"
38531元,660万,171.29㎡,"百合花苑
康健 浦北路999弄"
54451元,400万,73.46㎡,"万象园
康健 虹漕南路杨家桥61-99号、虹漕南路158弄"
42597元,185万,43.43㎡,"长海坊
康健 桂林西街9弄"
45934元,200万,43.54㎡,"花苑村紫竹园
康健 浦北路948弄"
36428元,459万,126㎡,"康健路24弄小区
康健 康健路24弄"
43661元,620万,142㎡,"中星虹漕公寓
康健 桂林西街85弄33、35、36号"
79266元,1280万,161.48㎡,"康兴花园
康健 桂林西街358弄"
50188元,266万,53㎡,"长顺坊
康健 桂林西街14弄"
52857元,320万,60.54㎡,"长顺坊
康健 桂林西街14弄"
74066元,1500万,202.52㎡,"紫荆园
康健 钦州南路768弄"
43750元,665万,152㎡,"中星虹漕公寓
康健 桂林西街85弄33、35、36号"
48771元,280万,57.41㎡,"长海坊
康健 桂林西街9弄"
46938元,230万,49㎡,"长海坊
康健 桂林西街9弄"
41610元,245万,58.88㎡,"长兴坊
康健 桂林西街15弄"
69801元,1100万,157.59㎡,"梓树园
康健 钦州路108号"
49504元,200万,40.4㎡,"寿德坊
康健 桂林西街400弄"
56834元,810万,142.52㎡,"紫藤苑(徐汇)
康健 桂平路88弄"
42826元,280万,65.38㎡,"师大新村
康健 师大新村"
72861元,1500万,205.87㎡,"紫藤苑(徐汇)
康健 桂平路88弄"
39637元,210万,52.98㎡,"紫薇园(徐汇)
康健 桂平路123弄"
41079元,350万,85.2㎡,"桂平小区
康健 桂平小区"
52631元,300万,57㎡,"康宁坊
康健 浦北路21弄"
56197元,399万,71㎡,"长顺坊
康健 桂林西街14弄"
55983元,480万,85.74㎡,"寿益坊
康健 桂林西街85弄1-71号"
43333元,260万,60㎡,"茶花园
康健 浦北路959弄31-82号"
51683元,218万,42.18㎡,"长青坊
康健 桂林西街30弄"
40434元,186万,46㎡,"长海坊
康健 桂林西街9弄"
48461元,315万,65㎡,"桂林西街101弄小区
康健 桂林西街101弄1-5号"
43950元,356万,81㎡,"师大新村
康健 师大新村"
121163元,3000万,卧室：4个,"牡丹园别墅
康健 桂平路218弄"
56089元,350万,62.4㎡,"寿益坊
康健 桂林西街85弄1-71号"
44626元,299万,67㎡,"桂竹香公寓
康健 桂平路277弄12号-14号"
54900元,438万,79.78㎡,"欣园新村
康健 桂平路257弄"
75903元,1380万,181.81㎡,"海上名门
康健 柳州路181弄"
51666元,186万,36㎡,"师大新村
康健 师大新村"
89704元,1280万,142.69㎡,"海上名门
康健 柳州路181弄"
54181元,355万,65.52㎡,"欣园新村
康健 桂平路257弄"
41666元,550万,132㎡,"中星虹漕公寓
康健 桂林西街85弄33、35、36号"
42156元,215万,51㎡,"康乐小区(徐汇)
康健 康乐小区(徐汇)"
42597元,185万,43.43㎡,"长海坊
康健 桂林西街9弄"
51666元,186万,36㎡,"师大新村
康健 师大新村"
41079元,350万,85.2㎡,"桂平小区
康健 桂平小区"
40434元,186万,46㎡,"长海坊
康健 桂林西街9弄"
52879元,348万,65.81㎡,"欣园新村
康健 桂平路257弄"
53823元,720万,133.77㎡,"漕河景苑
康健 康健路58弄"
42323元,330万,77.97㎡,"桂林西街101弄小区
康健 桂林西街101弄1-5号"
41641元,280万,67.24㎡,"桂平小区
康健 桂平小区"
57767元,560万,96.94㎡,"康健公寓
康健 桂林东街218弄"
38682元,269万,69.54㎡,"康强坊
康健 康强坊"
109705元,3000万,卧室：6个,"牡丹园别墅
康健 桂平路218弄"
88727元,950万,107.07㎡,"海上名门
康健 柳州路181弄"
50856元,288万,56.63㎡,"桂康小区
康健 桂林路117弄"
45422元,195万,42.93㎡,"杜鹃园
康健 钦州南路917弄"
37431元,408万,109㎡,"康健公寓
康健 桂林东街218弄"
36627元,315万,86㎡,"花苑村月季园
康健 桂平路67弄"
41972元,520万,123.89㎡,"迎春园
康健 虹漕南路718弄"
41618元,288万,69.2㎡,"寿德坊
康健 桂林西街400弄"
45076元,715万,158.62㎡,"金桂苑
康健 虹漕南路99弄"
42171元,588万,139.43㎡,"中星虹漕公寓
康健 桂林西街85弄33、35、36号"
56197元,399万,71㎡,"长顺坊
康健 桂林西街14弄"
78714元,1068万,135.68㎡,"康健星辰
康健 浦北路388弄"
89129元,1220万,136.88㎡,"海上名门
康健 柳州路181弄"
57320元,305万,53.21㎡,"长顺坊
康健 桂林西街14弄"
78247元,650万,83.07㎡,"康沁苑
康健 冠生园路403弄1-12号"
51527元,199万,38.62㎡,"长青坊
康健 桂林西街30弄"
77647元,1080万,139.09㎡,"上海师大科技园
康健 桂林路70弄91-111号"
42145元,330万,78.3㎡,"迎春园
康健 虹漕南路718弄"
54471元,360万,66.09㎡,"寿益坊
康健 桂林西街85弄1-71号"
49328元,999万,202.52㎡,"紫荆园
康健 钦州南路768弄"
56385元,400万,70.94㎡,"市委党校家属区
康健 虹漕南路300弄"
50769元,330万,65㎡,"长顺坊
康健 桂林西街14弄"
72036元,999万,138.68㎡,"康惠苑
康健 康健路16弄"
93165元,1130万,121.29㎡,"海上名门
康健 柳州路181弄"
59595元,590万,99㎡,"万象园
康健 虹漕南路杨家桥61-99号、虹漕南路158弄"
73633元,1040万,141.24㎡,"紫藤苑(徐汇)
康健 桂平路88弄"
49504元,200万,40.4㎡,"寿德坊
康健 桂林西街400弄"
79552元,1080万,135.76㎡,"康沁苑
康健 冠生园路403弄1-12号"
49179元,725万,147.42㎡,"金桂苑
康健 虹漕南路99弄"
41176元,280万,68㎡,"桂平小区
康健 桂平小区"
50000元,300万,60㎡,"寿德坊
康健 桂林西街400弄"
50000元,350万,70㎡,"长虹坊
康健 桂林西街11弄"
69875元,1520万,217.53㎡,"紫荆园
康健 钦州南路768弄"
44284元,308万,69.55㎡,"花苑村茶花园
康健 浦北路959弄31-82号"
57413元,999万,174㎡,"康馨家园
康健 柳州路128弄"
42715元,190万,44.48㎡,"花苑村茶花园
康健 浦北路959弄31-82号"
50810元,188万,37㎡,"师大新村
康健 师大新村"
40089元,180万,44.9㎡,"长海坊
康健 桂林西街9弄"
64020元,229万,35.77㎡,"康健路100弄小区
康健 康健路100弄"
61627元,530万,86㎡,"紫荆园
康健 钦州南路768弄"
62901元,460万,73.13㎡,"万象园
康健 虹漕南路杨家桥61-99号、虹漕南路158弄"
40410元,2950万,卧室：6个,"桂梅别墅
康健 桂平路251弄、桂平路250弄"
64698元,1188万,183.62㎡,"汇樾庭
康健 柳州路176弄"
52161元,520万,99.69㎡,"寿祥坊
康健 桂林西街111弄"
118987元,1180万,99.17㎡,"徐汇天悦
康健 虹漕南路128弄"
54602元,350万,64.1㎡,"健安坊
康健 桂林东街150弄"
41618元,288万,69.2㎡,"寿德坊
康健 桂林西街400弄"
49328元,999万,202.52㎡,"紫荆园
康健 钦州南路768弄"
57031元,365万,64㎡,"长顺坊
康健 桂林西街14弄"
36149元,285万,78.84㎡,"寿昌坊
康健 桂林西街151弄"
48411元,355万,73.33㎡,"桂竹香公寓
康健 桂平路277弄12号-14号"
49977元,340万,68.03㎡,"长虹坊
康健 桂林西街11弄"
38682元,269万,69.54㎡,"康强坊
康健 康强坊"
42084元,260万,61.78㎡,"寿德坊
康健 桂林西街400弄"
43333元,260万,60㎡,"茶花园
康健 浦北路959弄31-82号"
51061元,255万,49.94㎡,"花苑村紫竹园
康健 浦北路948弄"
79966元,1150万,143.81㎡,"康馨家园
康健 柳州路128弄"
36976元,318万,86㎡,"花苑村月季园
康健 桂平路67弄"
48184元,288万,59.77㎡,"薛家宅小区
康健 冠生园路230弄"
63846元,1660万,卧室：3个,"桂梅别墅
康健 桂平路251弄、桂平路250弄"
54900元,438万,79.78㎡,"欣园新村
康健 桂平路257弄"
50810元,188万,37㎡,"师大新村
康健 师大新村"
79880元,750万,93.89㎡,"中海馨园
康健 钦州南路8弄1-25号"
80072元,800万,99.91㎡,"汇樾庭
康健 柳州路176弄"
73633元,1040万,141.24㎡,"紫藤苑(徐汇)
康健 桂平路88弄"
71052元,540万,76㎡,"紫荆园
康健 钦州南路768弄"
32848元,280万,85.24㎡,"寿昌坊
康健 桂林西街151弄"
43103元,375万,87㎡,"花苑村月季园
康健 桂平路67弄"
43750元,665万,152㎡,"中星虹漕公寓
康健 桂林西街85弄33、35、36号"
67900元,888万,130.78㎡,"上海师大科技园
康健 桂林路70弄91-111号"
41079元,350万,85.2㎡,"桂平小区
康健 桂平小区"
44382元,395万,89㎡,"月季园
康健 桂平路67弄"
76962元,1050万,136.43㎡,"上海师大科技园
康健 桂林路70弄91-111号"
49361元,232万,47㎡,"寿德坊
康健 桂林西街400弄"
45727元,221万,48.33㎡,"康乐小区(徐汇)
康健 康乐小区(徐汇)"
74087元,999万,134.84㎡,"康馨家园
康健 柳州路128弄"
43166元,259万,60㎡,"花苑村茶花园
康健 浦北路959弄31-82号"
42657元,226万,52.98㎡,"康乐小区(徐汇)
康健 康乐小区(徐汇)"
120764元,3300万,卧室：6个,"牡丹园别墅
康健 桂平路218弄"
49360元,305万,61.79㎡,"康宁坊
康健 浦北路21弄"
45180元,225万,49.8㎡,"寿德坊
康健 桂林西街400弄"
57189元,350万,61.2㎡,"寿德坊
康健 桂林西街400弄"
50422元,358万,71㎡,"长虹坊
康健 桂林西街11弄"
40776元,420万,103㎡,"寿祥坊
康健 桂林西街111弄"
42715元,190万,44.48㎡,"花苑村茶花园
康健 浦北路959弄31-82号"
68745元,690万,100.37㎡,"市委党校家属区
康健 虹漕南路300弄"
68900元,950万,137.88㎡,"海上名门
康健 柳州路181弄"
74291元,999万,134.47㎡,"上海师大科技园
康健 桂林路70弄91-111号"
42572元,188万,44.16㎡,"花苑村杜鹃园
康健 钦州南路917弄"
66379元,1140万,171.74㎡,"紫藤苑(徐汇)
康健 桂平路88弄"
104685元,1050万,100.3㎡,"徐汇天悦
康健 虹漕南路128弄"
50000元,310万,62㎡,"桂平小区
康健 桂平小区"
46753元,360万,77㎡,"迎春园
康健 虹漕南路718弄"
76595元,1080万,141㎡,"紫藤苑(徐汇)
康健 桂平路88弄"
52173元,1560万,299㎡,"汇樾庭
康健 柳州路176弄"
51185元,950万,185.6㎡,"漕河景苑
康健 康健路58弄"
79920元,999万,125㎡,"康健星辰
康健 浦北路388弄"
46938元,230万,49㎡,"长海坊
康健 桂林西街9弄"
80050元,1148万,143.41㎡,"汇樾庭
康健 柳州路176弄"
